x,y,z,type,volume
7249.464,-3187.364,0,Cone,3277.5
7414.58,-3376.024,0,Rod,3286.0
7700.548,-4596.852,0,AC,5428.5
7625.542,-3797.014,0,BC,5676.0
8928.304,-401.874,0,Rod,2919.5
8833.696,-207.328,0,Rod,1663.0
8841.688,521.878,0,AC,3217.0
8957.572,882.026,0,Rod,3254.0
9123.39,1293.258,0,Rod,3202.0
9012.906,1012.906,0,Rod,2531.0
9016.308,-266.836,0,RGC,5097.5
9043.2,-595.664,0,Rod,2029.0
9210.476,1189.702,0,AC,2587.0
9268.688,1411.718,0,Rod,2365.0
9617.334,1622.032,0,Cone,4008.5
9809.504,1690.18,0,Rod,3535.0
9860.156,1586.786,0,RGC,1525.0
10015.66,-1421.206,0,Cone,3487.0
10009.396,-1329.368,0,MG,5695.5
10007.884,1696.768,0,Rod,4079.5
10216.578,1596.452,0,BC,4021.5
3360.596,1207.36,0,Cone,3833.0
3354.926,1249.464,0,Rod,2516.5
3373.556,1429.592,0,Rod,2330.0
3519.07,2148.338,0,RGC,12800.5
3435.1,1623.706,0,Rod,3525.5
3615.552,2022.626,0,Cone,1416.5
3810.044,1993.32,0,AC,4100.5
4021.168,2209.774,0,Rod,1993.0
4629.16,2413.176,0,Rod,2578.0
5216.092,2328.034,0,BC,5452.0
5480.838,2189.0,0,AC,4345.5
5629.646,1996.56,0,AC,3500.5
5859.13,1767.67,0,RGC,1797.0
6090.504,1590.134,0,AC,5127.5
6069.714,1818.036,0,Rod,3025.0
6216.2,1390.08,0,MG,5946.0
6294.176,1202.77,0,AC,6589.5
6341.48,836.72,0,AC,4393.5
6308.648,364.86199999999997,0,AC,3646.0
-108.416,461.992,0,Rod,3737.0
48.384,401.69,0,Rod,3693.5
10.422,435.424,0,Rod,3364.5
213.662,438.88,0,AC,4107.5
412.042,431.48199999999997,0,MG,1127.5
609.018,416.578,0,Rod,2119.0
612.15,402.878,0,Rod,2398.0
879.38,3401.42,0,AC,4448.0
882.35,3438.61,0,Rod,3762.5
1010.692,3430.834,0,Rod,5767.5
1175.5,3174.042,0,RGC,2198.5
1206.966,857.672,0,MG,3557.5
1324.146,2978.848,0,RGC,3359.0
1217.28,3184.896,0,AC,5324.0
1455.566,2789.0,0,AC,6004.5
1574.15,2613.408,0,AC,3847.0
1456.754,1262.046,0,AC,4778.5
1408.262,1016.632,0,Rod,2537.0
1622.734,1143.748,0,Rod,2307.5
1663.936,1516.64,0,RGC,5172.0
1696.39,1984.842,0,AC,5652.5
1949.04,7014.364,0,Rod,3170.0
1894.122,6828.188,0,Rod,2058.0
1891.314,6772.746,0,Rod,1623.5
1906.65,6558.382,0,Rod,2014.5
1947.636,6406.604,0,Rod,3019.0
2019.116,6201.204,0,Cone,4592.0
2008.424,6464.152,0,BC,2479.0
2228.512,6112.644,0,RGC,4537.0
2524.47,5604.39,0,Rod,4633.5
2626.838,5633.75,0,BC,4683.0
2774.204,5371.18,0,Rod,2955.0
2831.05,5439.906,0,BC,2345.5
3610.53,5219.386,0,Rod,1745.0
4244.28,5412.852,0,Rod,2157.5
4408.424,5571.45,0,AC,4935.0
4817.928,5813.986,0,AC,4806.5
5059.022,6416.416,0,AC,1593.0
5014.04,6263.072,0,AC,5734.0
7176.148,6014.58,0,Rod,1599.0
7107.568,5574.474,0,Rod,2046.0
7121.554,5236.774,0,Rod,4137.0
7219.278,4999.152,0,Cone,1722.5
7607.884,4684.024,0,MG,2614.0
8014.094,4300.818,0,AC,3980.0
8858.05,4179.01,0,Rod,16265.5
9415.606,4614.094,0,AC,5931.5
-37.02799999999999,-3387.85,0,Cone,1632.0
-86.762,-3577.698,0,Rod,4119.0
8.748,-3368.302,0,Rod,3217.5
51.894,-3176.888,0,Rod,3320.0
209.234,-2976.564,0,Rod,2665.0
414.202,-2777.698,0,Cone,3502.5
622.032,-2813.43,0,RGC,6032.0
811.502,-2610.892,0,AC,4313.5
1413.878,-2455.442,0,AC,7136.5
1659.886,-2417.102,0,RGC,2032.5
1609.234,-2389.794,0,MG,4727.0
2043.632,-2413.916,0,AC,4470.5
2015.174,-2372.784,0,AC,3932.0
2211.988,-2620.288,0,BC,3270.0
2382.628,-2798.526,0,RGC,4185.5
2478.948,-2802.414,0,AC,3269.0
2637.26,-2790.604,0,Rod,3122.5
2682.242,-2988.698,0,AC,3877.0
2944.288,-3614.024,0,AC,6752.0
2838.124,-3213.7,0,AC,2389.5
2807.236,-3007.112,0,Rod,5460.0
4633.588,-4187.364,0,Rod,3223.0
4623.328,-4300.1,0,Rod,3753.0
4810.746,-3566.844,0,Rod,1541.5
5010.26,-3430.44,0,AC,3580.0
5212.906,-3252.85,0,AC,5620.5
5414.958,-2977.752,0,Rod,4297.5
5818.522,-2776.186,0,Rod,1892.5
6212.906,-2777.644,0,Rod,3395.5
6216.038,-2821.908,0,MG,3632.0
6417.334,-2771.704,0,HC,7123.5
6614.85,-2832.006,0,AC,7168.5
6811.61,-3022.07,0,MG,2942.5
6811.448,-2921.538,0,Rod,1920.5
7010.314,-3085.142,0,Rod,6224.5
7209.612,-3275.098,0,BC,3691.5
7252.704,-3185.15,0,Rod,2737.5
7413.014,-3463.164,0,BC,14058.5
7483.268,-3598.634,0,AC,3991.0
7703.68,-4611.378,0,AC,6063.5
7685.698,-4583.476,0,AC,6105.5
7690.234,-4184.232,0,AC,8552.5
7625.65,-3821.098,0,AC,3498.5
8930.626,-395.664,0,Rod,3269.5
8834.182,-217.048,0,Rod,1770.5
8847.628,529.06,0,AC,6323.5
8816.362,612.096,0,AC,6437.5
8964.7,903.032,0,Rod,1765.5
9013.068,1019.98,0,Rod,2529.5
9015.66,-375.808,0,AC,3328.0
9045.09,-612.782,0,Rod,1647.0
9208.748,-696.698,0,BC,5300.0
9213.23,1180.576,0,AC,4251.5
9609.072,-1167.384,0,Rod,2027.0
9810.152,1708.108,0,Rod,2459.0
10016.416,-1408.354,0,Rod,3191.5
10010.206,-1338.71,0,BC,5166.0
10208.856,1637.638,0,Rod,3528.0
10221.492,1600.07,0,HC,6878.0
3354.926,1260.966,0,Rod,3785.5
3373.826,1424.948,0,Rod,1595.5
3436.774,1617.712,0,Rod,3766.0
3609.396,1780.522,0,AC,3420.0
3813.824,1986.84,0,AC,3665.0
4022.086,2216.47,0,Rod,2921.0
4249.032,2162.702,0,RGC,7748.0
4818.468,2422.95,0,Cone,3496.5
5629.754,2001.15,0,AC,3758.0
6092.232,1605.686,0,MG,4510.5
6217.982,1374.636,0,AC,3762.5
6296.066,1190.836,0,AC,1189.0
6346.61,829.916,0,AC,2914.0
6308.162,357.68,0,AC,3231.5
6408.91,515.992,0,Rod,4015.0
6408.91,1075.33,0,Rod,2507.0
-106.742,467.878,0,BC,4190.0
53.136,405.254,0,Rod,2727.5
10.314,424.678,0,Rod,2075.5
608.91,436.234,0,Rod,3023.0
614.58,397.64,0,Rod,2236.0
808.424,541.048,0,AC,4761.0
880.19,3409.682,0,BC,3598.5
1010.8,3423.328,0,Rod,2850.0
1184.086,3158.814,0,RGC,5298.5
1326.954,2993.266,0,RGC,7466.0
1217.172,3195.318,0,AC,4973.5
1468.742,2809.952,0,AC,4386.5
1575.878,2596.344,0,AC,4588.5
1600.718,2405.74,0,AC,16234.0
1623.22,1149.364,0,Rod,1813.5
1664.206,1526.252,0,RGC,5032.5
1696.8220000000001,1993.86,0,AC,5397.5
1690.342,2018.792,0,RGC,4256.0
1894.824,6811.772,0,Rod,2398.0
1892.232,6731.058,0,Rod,1875.0
1946.61,6390.458,0,Rod,2049.5
2017.226,6189.486,0,Rod,1983.5
2010.26,6484.402,0,AC,4398.5
2229.7,6011.502,0,AC,2038.0
2257.024,5798.2880000000005,0,Rod,1853.5
2417.442,5828.296,0,AC,4628.5
